A001n_PN1c_00001-5	reltype=ob	['９', '年', 'し', '留学']	９５―９７年、中国・北京大に留学し、帰国後に双子を出産。	['1', '4', '6', '13']
A015n_PN1d_00002-7	reltype=before	['１', '代', 'さ', '建設', '打ち出す', '考え', '示し', '大綱', '見通し', 'さ', '公表']	[JSP]米国のエネルギー政策見直しを指揮しているチェイニー副大統領は８日、ＣＮＮテレビのインタビューで「環境対策、経済性の両面から原子力（発電）は好ましい選択肢だ」と語り、１７日に公表される見通しのブッシュ政権のエネルギー政策の大綱で、１９７０年代から事実上、凍結されている原子力発電所の新規建設を打ち出す考えを示した。	['47', '51', '52', '54', '62', '65', '70', '76', '86', '88', '89']
A015n_PN1d_00002-7	reltype=ob	['１', '代', 'さ', '凍結']	[JSP]米国のエネルギー政策見直しを指揮しているチェイニー副大統領は８日、ＣＮＮテレビのインタビューで「環境対策、経済性の両面から原子力（発電）は好ましい選択肢だ」と語り、１７日に公表される見通しのブッシュ政権のエネルギー政策の大綱で、１９７０年代から事実上、凍結されている原子力発電所の新規建設を打ち出す考えを示した。	['47', '52', '65', '70']
A015n_PN1d_00002-7	reltype=before	['１', '代', 'さ', '建設', '打ち出す']	[JSP]米国のエネルギー政策見直しを指揮しているチェイニー副大統領は８日、ＣＮＮテレビのインタビューで「環境対策、経済性の両面から原子力（発電）は好ましい選択肢だ」と語り、１７日に公表される見通しのブッシュ政権のエネルギー政策の大綱で、１９７０年代から事実上、凍結されている原子力発電所の新規建設を打ち出す考えを示した。	['47', '52', '65', '70', '76']
A015n_PN1d_00002-7	reltype=before	['１', '代', 'さ', '建設', '打ち出す', '考え', '示し']	[JSP]米国のエネルギー政策見直しを指揮しているチェイニー副大統領は８日、ＣＮＮテレビのインタビューで「環境対策、経済性の両面から原子力（発電）は好ましい選択肢だ」と語り、１７日に公表される見通しのブッシュ政権のエネルギー政策の大綱で、１９７０年代から事実上、凍結されている原子力発電所の新規建設を打ち出す考えを示した。	['47', '52', '65', '70', '76', '86', '88']
A015n_PN1d_00002-10	reltype=vague	['９', '日', 'し', '写真', '調べる', '数え']	[JSP]松下精工は９日までに出荷直前のわずか１０分間で、細菌やカビなどの個数を数え、食材の汚染を調べる「微生物計量システム」＝写真＝を開発した。	['5', '6', '25', '31', '39', '43']
A015n_PN1d_00002-10	reltype=vague	['９', '日', 'し', '写真', '調べる']	[JSP]松下精工は９日までに出荷直前のわずか１０分間で、細菌やカビなどの個数を数え、食材の汚染を調べる「微生物計量システム」＝写真＝を開発した。	['5', '6', '31', '39', '43']
A015n_PN1d_00002-10	reltype=oa	['９', '日', 'し', '開発']	[JSP]松下精工は９日までに出荷直前のわずか１０分間で、細菌やカビなどの個数を数え、食材の汚染を調べる「微生物計量システム」＝写真＝を開発した。	['5', '6', '42', '43']
A015n_PN1d_00002-10	reltype=vague	['１', '分間', '数え', '調べる', '写真', 'し', '開発']	[JSP]松下精工は９日までに出荷直前のわずか１０分間で、細菌やカビなどの個数を数え、食材の汚染を調べる「微生物計量システム」＝写真＝を開発した。	['13', '15', '25', '31', '39', '42', '43']
A015n_PN1d_00002-11	reltype=overlap	['今年', '月', 'する', '商品']	食品工場向けなどに今年１２月に商品化する。	['6', '9', '11', '13']
A015n_PN1d_00002-15	reltype=before	['９', '日', 'し', 'する', '引き下げ']	[JSP]日本興業銀行は９日、企業向け融資の基準金利となる長期プライムレート（優遇貸出金利）を現行より０．１％引き下げ、年１．７５％にすると発表した。	['6', '7', '32', '41', '44']
A015n_PN1d_00002-15	reltype=before	['９', '日', 'し', 'する']	[JSP]日本興業銀行は９日、企業向け融資の基準金利となる長期プライムレート（優遇貸出金利）を現行より０．１％引き下げ、年１．７５％にすると発表した。	['6', '7', '41', '44']
A015n_PN1d_00002-15	reltype=overlap	['９', '日', 'し', '発表']	[JSP]日本興業銀行は９日、企業向け融資の基準金利となる長期プライムレート（優遇貸出金利）を現行より０．１％引き下げ、年１．７５％にすると発表した。	['6', '7', '43', '44']
A015n_PN1d_00002-17	reltype=before	['今年', '月', '連続', 'する', '更新']	長プラの引き下げは今年２月から４カ月連続で、過去最低水準を更新する。	['5', '7', '11', '18', '19']
A015n_PN1d_00002-19	reltype=overlap	['９', '日', 'し', '発表']	[JSP]日本工作機械工業会が９日発表した２０００年度の工作機械受注額（確報値）は前年度比２７．７％増の９９７５億１３００万円と３年ぶりに増加した。	['8', '9', '10', '11']
A015n_PN1d_00002-19	reltype=after	['９', '日', 'し', '値', 'し', '増加']	[JSP]日本工作機械工業会が９日発表した２０００年度の工作機械受注額（確報値）は前年度比２７．７％増の９９７５億１３００万円と３年ぶりに増加した。	['8', '9', '11', '25', '38', '39']
A015n_PN1d_00002-19	reltype=before	['２', '年度', '値', 'し', '発表']	[JSP]日本工作機械工業会が９日発表した２０００年度の工作機械受注額（確報値）は前年度比２７．７％増の９９７５億１３００万円と３年ぶりに増加した。	['10', '11', '13', '17', '25']
A015n_PN1d_00002-19	reltype=overlap	['２', '年度', '値', 'し', '増加']	[JSP]日本工作機械工業会が９日発表した２０００年度の工作機械受注額（確報値）は前年度比２７．７％増の９９７５億１３００万円と３年ぶりに増加した。	['11', '13', '17', '25', '29']
A015n_PN1d_00002-21	reltype=before	['３', '月', '値', 'し', '発表']	同時に発表した３月の受注額（確報値）は、８２８億３８００万円と前年同月比１．４％の微増。	['3', '4', '6', '7', '13']
A015n_PN1d_00002-21	reltype=before	['前年', '％', '微増', '値', 'し', '発表']	同時に発表した３月の受注額（確報値）は、８２８億３８００万円と前年同月比１．４％の微増。	['3', '4', '13', '28', '36']
A015n_PN1d_00002-24	reltype=overlap	['９', '日', 'し', 'する', '」', 'さ', '設置']	[JSP]ファミリーマートは９日、店舗内に設置されているマルチメディア端末「Ｆａｍｉポート」で、シャープの携帯情報端末「ザウルス」のコンテンツを５月中旬から販売すると発表した。	['5', '6', '11', '12', '39', '42']
A015n_PN1d_00002-24	reltype=before	['９', '日', 'し', 'する', '販売']	[JSP]ファミリーマートは９日、店舗内に設置されているマルチメディア端末「Ｆａｍｉポート」で、シャープの携帯情報端末「ザウルス」のコンテンツを５月中旬から販売すると発表した。	['5', '6', '38', '39', '42']
A015n_PN1d_00002-24	reltype=overlap	['９', '日', 'し', '発表']	[JSP]ファミリーマートは９日、店舗内に設置されているマルチメディア端末「Ｆａｍｉポート」で、シャープの携帯情報端末「ザウルス」のコンテンツを５月中旬から販売すると発表した。	['5', '6', '41', '42']
A015n_PN1d_00002-24	reltype=overlap	['５', '中旬', 'する', '」', 'さ', '設置']	[JSP]ファミリーマートは９日、店舗内に設置されているマルチメディア端末「Ｆａｍｉポート」で、シャープの携帯情報端末「ザウルス」のコンテンツを５月中旬から販売すると発表した。	['11', '12', '34', '36', '39']
A015n_PN1d_00002-24	reltype=ob	['５', '中旬', 'する', '販売']	[JSP]ファミリーマートは９日、店舗内に設置されているマルチメディア端末「Ｆａｍｉポート」で、シャープの携帯情報端末「ザウルス」のコンテンツを５月中旬から販売すると発表した。	['34', '36', '38', '39']
A015n_PN1d_00002-27	reltype=before	['８', '日', 'し', '予測', 'する', '減少']	[JSP]米ガートナー・グループ傘下の調査会社データクエストは８日、今年の世界半導体売上高が１８８４億ドルと前年比１６．７％減少するとの予測を発表した。	['13', '14', '25', '26', '38', '39']
A015n_PN1d_00002-27	reltype=overlap	['８', '日', 'し', '発表']	[JSP]米ガートナー・グループ傘下の調査会社データクエストは８日、今年の世界半導体売上高が１８８４億ドルと前年比１６．７％減少するとの予測を発表した。	['13', '14', '25', '26']
A015n_PN1d_00002-27	reltype=overlap	['今年', '高', 'する', '減少']	[JSP]米ガートナー・グループ傘下の調査会社データクエストは８日、今年の世界半導体売上高が１８８４億ドルと前年比１６．７％減少するとの予測を発表した。	['16', '22', '38', '39']
A015n_PN1d_00002-27	reltype=overlap	['今年', '高', 'する', '予測', 'し', '発表']	[JSP]米ガートナー・グループ傘下の調査会社データクエストは８日、今年の世界半導体売上高が１８８４億ドルと前年比１６．７％減少するとの予測を発表した。	['16', '22', '39', '42', '44', '45']
A016n_PN1e_00002-3	reltype=overlap	['九', '日', 'し', '方', '団体', '出し']	[JSP]道は九日、補助金を出している関与団体のあり方について、統廃合など新たな見直し計画を設ける方針を表明した。	['4', '5', '10', '14', '17', '33']
A016n_PN1e_00002-3	reltype=before	['九', '日', 'し', '方針', '設ける']	[JSP]道は九日、補助金を出している関与団体のあり方について、統廃合など新たな見直し計画を設ける方針を表明した。	['4', '5', '29', '30', '33']
A016n_PN1e_00002-3	reltype=overlap	['九', '日', 'し', '表明']	[JSP]道は九日、補助金を出している関与団体のあり方について、統廃合など新たな見直し計画を設ける方針を表明した。	['4', '5', '32', '33']
A016n_PN1e_00002-6	reltype=overlap	['一', '年', '策定', '改め', '的', '方針', '現行', 'し', '策定']	[JSP]一九九九年に策定した現行の「見直し方針」を抜本的に改め、二〇〇二年度中に新計画を策定。	['2', '6', '8', '9', '11', '15', '19', '21', '33']
A016n_PN1e_00002-6	reltype=before	['一', '年', '策定', '改め']	[JSP]一九九九年に策定した現行の「見直し方針」を抜本的に改め、二〇〇二年度中に新計画を策定。	['2', '6', '8', '21']
A016n_PN1e_00002-6	reltype=after	['二', '中', '策定', '改め', '的', '方針', '現行', 'し', '策定']	[JSP]一九九九年に策定した現行の「見直し方針」を抜本的に改め、二〇〇二年度中に新計画を策定。	['8', '9', '11', '15', '19', '21', '23', '26', '28']
A016n_PN1e_00002-6	reltype=oa	['二', '中', '策定', '改め']	[JSP]一九九九年に策定した現行の「見直し方針」を抜本的に改め、二〇〇二年度中に新計画を策定。	['8', '21', '23', '26']
